ISO 639-3	Population	Name
knc	3,500,000 in Nigeria, all users. L1 users: 3,000,000 (Gunnemark and Kenrick 1985). L2 users: 500,000. Total users in all countries: 4,102,500 (as L1: 3,602,500; as L2: 500,000).	Kanuri, Central
kna	20,000 (1973 SIL).	Dera
psy	No known L1 speakers.	Piscataway
knz	9,570 (1985 census). Total users in all countries: 12,070.	Kalamsé
knx	321,000 (2007 SIL). Total users in all countries: 331,700.	Kendayan
kny	200,000 (1991 UBS).	Kanyok
knv	3,000 (2002 SIL). Population split equally between dialects.	Tabo
knw	9,000 (Brenzinger 2013). Total users in all countries: 20,200.	Kung-Ekoka
knt	700 (2010 S. Kennell). Ethnic population: 700 (S. Kennell).	Katukína, Panoan
knu	90,000 (2001).	Kono
knr	300 (Wurm 2000). Ethnic population: 750.	Kaningra
kns	250 (2015 N. Bishop). Total users in all countries: 259.	Kensiu
knp	10,000 (2011 LBT).	Kwanja
knq	110 (2008 JHEOA). Ethnic population: 240 (Bradley 2007b). Total users in all countries: 111.	Kintaq
psr	52,000 (2014 IMB). 60,000 sign language users (2014 EUD). 150,000 deaf (2010 Federação Portuguesa das Associações de Surdos).	Portuguese Sign Language
pss	4,000 (2000 D. Tryon).	Kaulong
ams	1,800 (2004).	Amami-Oshima, Southern
psq	360 (2000 census).	Pasi
amt	300 (2006 NTM). Ethnic population: 300 (2000 census).	Amto
amw	24,000 (2014 J. Leclerc).	Western Neo-Aramaic
ijs	71,500 (Voegelin and Voegelin 1977). 66,600 Nembe, 4,900 Akassa.	Ijo, Southeast
ijc	1,000,000 (Williamson 1989). 100,000 Kolokuma (1991 UBS). 1,770,000 all Ijo languages.	Izon
ije	4,800 (Voegelin and Voegelin 1977).	Biseni
ijj	92,400 (2014 J. Leclerc).	Ede Ije
ijn	258,000 (Jenewari 1989).	Kalabari
chc	No known L1 speakers, but emerging L2 speakers. Ethnic population: 500 (1977 SIL). The last speaker died before 1960.	Catawba
cic	600 (Golla 2007), decreasing. Ethnic population: 35,000 (1999 Chickasaw Nation).	Chickasaw
cib	25,000 (2002 SIL).	Gbe, Ci
cia	79,000 (2005 SIL).	Cia-Cia
zim	20,100 (1993 census).	Mesme
cie	3,000 (1998).	Cineni
cid	No known L1 speakers. Last speaker died around 1950 (Golla 2007). Ethnic population: No ethnic group members left (1997 K. Turner).	Chimariko
cik	1,060 (1998 survey).	Kinnauri, Chitkuli
cih	750 (1996).	Chinali
cin	1,300 (Moore 2006). Nearly all are monolingual. Ethnic population: 1,440 (2006 FUNASA).	Cinta Larga
cim	2,230. 500 in Lusernese Cimbrian in Trentino Alto Oolige 40 km southeast from Trento, plus 1,500 Sette Comuni Cimbrian (40% of Roana (Rowan), 70% of Messaselva di Roana Rotzo) in Veneto around 60 km north of Vicenza (Kloss 1978), and 230 or 65% of Giazza (Ijetzan) Veneto, 43 km northeast of Verona (1992 R. Zamponi). 22,700 were in Sieben Gemeinde and 12,400 in Dreizehn Gemeinde in 1854.	Cimbrian
cir	600 (2009 census), decreasing.	Tîrî
cip	No known L1 speakers. Ethnic population: 32.	Chiapanec
ciw	5,000. Ethnic population: 104,000 (1990 census).	Chippewa
ciy	63 (2011 census). Ethnic population: 4,090.	Chaima
sxb	139,000 (2009 census), increasing.	Suba
sxe	1,000 (1990 CMA).	Sighu
sxg	1,800 (2000 D. Bradley). 1,000 monolinguals. Ethnic population: 2,000 (2000 D. Bradley).	Shixing
sxm	No known L1 speakers. Ethnic population: 200 (2000 D. Bradley).	Samre
sxn	200,000 (Maryott 1993), increasing. 50,000 Siau, 10,000 Tagulandang. Total users in all countries: 255,000.	Sangir
sxr	10 (2012 C. Pan). Ethnic population: 300 (2000 UNESCO).	Saaroa
sxs	12,500 (2000).	Sasaru
sxu	2,000,000 (1998 A. Thomsen).	Saxon, Upper
sxw	175,000 (2014 J. Leclerc).	Gbe, Saxwe
jct	200 (Salminen 2007). Ethnic population: 1,800 (Salminen 2007). 1,200 ethnic Krimchak in the Crimea, 600 elsewhere (Salminen 2007).	Krimchak
jcs	40 (Parks et al 2011b), decreasing. Approximately 40 deaf L1 users, number of hearing L1 users is unknown. 4 monolinguals (2016 B. Gayle).	Konchri Sain
ago	1,000 (1991 SIL).	Tainae
agn	15,000 (2007 SIL).	Agutaynen
agm	2,500 (2015 BTA).	Angaataha
agl	350 (1986 SIL).	Fembe
agk	5 (Wurm 2000). Ethnic population: 1,000 (1984 SIL).	Agta, Isarog
agj	46,940, all users. L1 users: 43,700 (2010 UNSD). L2 users: 3,240. 100 monolinguals.	Argobba
agi	72,000 (2007).	Agariya
agh	13,600 (2000).	Ngelima
agg	1,270 (1990 census). 840 in Nai, 430 in Samanai.	Angor
agf	150 (Wurm 2000).	Arguni
age	18,600 (2000).	Angal
agd	27,000 (2000 census).	Agarabi
agc	70,000 (1987 UBS).	Agatu
agb	60,000 (1989).	Legbo
aga	No known L1 speakers. Ethnic population: 40 families in Santa Cruz de Huallaga.	Aguano
agz	1,500 (1979 SIL).	Agta, Mt. Iriga
agy	1,000 (1982 SIL).	Alta, Southern
agx	29,300 (2010 census). Ethnic population: 34,200 (2010 census).	Aghul
agw	5,170 (1999 SIL).	Kahua
agv	2,530 (2000).	Dumagat, Remontado
agu	18,000 (1998 SIL).	Awakateko
agt	780 (2000). Ethnic population: 820.	Agta, Central Cagayan
ags	20,000 (1982 SIL), increasing.	Esimbi
agr	53,600 (2007 census), increasing.	Awajún
agq	26,700 (2000), increasing.	Aghem
qvl	7,000 (2000 SIL), decreasing. 2,800 monolinguals.	Quechua, Cajatambo North Lima
qvm	83,400 (1993 census). 14,000 monolinguals. Ethnic population: 114,000 (1993 census).	Quechua, Margos-Yarowilca-Lauricocha
qvn	60,000 (1998). 7,000 monolinguals (1972 census).	Quechua, North Junín
qvo	10,000 (2009). Total users in all countries: 24,000.	Quichua, Napo
bvw	10,000 (Blench and Zeitlyn 1990).	Boga
qvi	150,000 (Gómez-Rendón 2007). Many monolinguals.	Quichua, Imbabura Highland
qvj	30,500 (2000).	Quichua, Loja Highland
bvt	3,500 (Loski and Loski 1989).	Bati
qve	200,000 (2002 SIL). 80,000 monolinguals. 30% in towns, 60%–70% in remote areas, especially at high altitudes. Ethnic population: 200,000.	Quechua, Eastern Apurímac
bvy	10,000 (2009 J. Lobel).	Baybayanon
bvx	4,000 (Leitch 2004). 800 monolinguals (Leitch 2004). Ethnic population: 4,000.	Dibole
qva	90,000 (1998 SIL), decreasing. 18,000 monolinguals. Ethnic population: 90,000.	Quechua, Ambo-Pasco
qvc	30,000 (2000 D. Coombs).	Quechua, Cajamarca
bvc	8,800 (1999 SIL).	Baelelea
bvb	51,000 (2011 S. Smith), decreasing. Few monolinguals.	Bube
bva	4,100 (1993 census).	Barein
bvg	3,000 (2000).	Bonkeng
qvy	7,000 (1995).	Queyu
qvz	8,000 (2007), decreasing. 300 monolinguals. Total users in all countries: 10,000.	Quichua, Northern Pastaza
bvd	5,900 (1999 SIL).	Baeggu
bvk	400 (Wurm and Hattori 1981).	Bukat
bvj	5,000 (1990).	Baan
bvi	16,000 (Welmers 1971a).	Belanda Viri
qvw	250,000 (2002 SIL).	Quechua, Huaylla Wanca
qvp	250 (Adelaar 1992). Ethnic population: 900.	Quechua, Pacaraos
bvn	750 (2003 SIL).	Buna
bvm	31,000 (2008 SIL).	Bamunka
qvs	15,000 (2000 SIL), decreasing. 2,000 monolinguals. Ethnic population: 44,000 (2000).	Quechua, San Martín
suv	20,000 (2011 SIL).	Puroik
evh	19,800 (2000).	Uvbie
trh	25 (Wurm 2000).	Turaka
trj	8,460 (2000).	Toram
trm	3,500 (2011), increasing. 700 monolinguals. Ethnic population: 3,500.	Tregami
trl	460 (2011 census).	Traveller Scottish
evn	11,000 (Salminen 2007). Ethnic population: 30,500 (2000 census). Total users in all countries: 16,800.	Evenki
trn	5,500 (2000 SIL). Ethnic population: 20,800 (2000 W. Adelaar). 20,800 includes the Ignaciano [ign].	Trinitario
tra	100. Ethnic population: 5,000.	Tirahi
trc	25,000 (2007 SIL). Total users in all countries: 30,000.	Triqui, Copala
trb	130 (1990 SIL). Ethnic population: 470 (2000 census).	Terebu
tre	6,110 (2011 SIL). Population counted in the 12 villages only.	Tarangan, East
eve	5,660 (2010 census). Ethnic population: 21,800 (2010 census).	Even
trg	6,230 (2005 J. Leclerc). Total users in all countries: 6,450.	Lishán Didán
trf	1,000,000 (2011 J. Ferreira).	Trinidadian Creole English
try	No known L1 speakers.	Turung
trx	850 (2007 Z. Akter).	Bidayuh, Tringgus-Sembaan
trz	No known L1 speakers. Ethnic population: 51 (1999).	Torá
trq	2,000 (1983).	Triqui, San Martín Itunyoso
trp	778,000 (2001 census). Total users in all countries: 783,000.	Kok Borok
trs	4,060 (Adelaar 2007).	Triqui, Chicahuaxtla
trr	1 (2002 SIL). Ethnic population: 20.	Taushiro
tru	15,000 (2014 J. Leclerc). Ethnic population: 50,000 (1994). Total users in all countries: 99,000.	Turoyo
trt	500 (1993 R. Doriot).	Tunggare
trw	80,000 (Lunsford 2001).	Torwali
trv	20,000 (2008 R. Covell).	Taroko
tdk	3,000 (2001 R. Blench).	Tambas
tdj	12,000 (Himmelmann 2001).	Tajio
tdi	600 (Mead 1999).	Tomadino
tdh	22,300 in Nepal, all users. 20,700 (2011 census). Thulung communities also in Bhojpur and Sankhuwasabha districts, scattered in Udayapur, Morang, Panchthar, and Ilam districts. Migrants may not speak Thulung as L1. 1,600 (2011 census). A few elderly monolinguals. Total users in all countries: 22,300 (as L1: 20,700; as L2: 1,600).	Thulung
tdo	4,000 (1995).	Teme
ues	1,000 (1991 SIL).	Kioko
tdn	92,000 (Wurm and Hattori 1981), decreasing.	Tondano
tdm	3 (Carlin 2006).	Taruma
tdl	5,000 (1998 R. Blench).	Sur
lea	400,000 (1982 UBS).	Lega-Shabunda
leb	353,000 (2010 census). 750 Ambo, 112,000 Bisa, 201,000 Lala, 1,620 Luano, 37,700 Swaka (2010 census). Ethnic population: 590,000 (2010 census). 2,450 Ambo, 198,000 Bisa, 392,000 Lala (2010 census).	Lala-Bisa
lec	20 (2001 S. van de Kerke). Ethnic population: 2,800 (2001 DNPI).	Leco
led	750,000 (1996 SIL). Total users in all countries: 768,900.	Lendu
lee	213,000 (2009 UNSD).	Lyélé
lef	48,900 (2003), increasing.	Lelemi
leh	128,000 (2010 census).	Lenje
lei	270 (2003 SIL).	Lemio
lej	100,000 (1998).	Lengola
lek	1,320 (2000 census).	Leipon
lel	26,000 (Welmers 1971a).	Lele
lem	6,000 (1982 SIL), increasing.	Nomaande
len	No known L1 speakers. Some semi-speakers (Adelaar 2007). Ethnic population: 100,000.	Lenca
leo	No known L1 speakers. Ethnic population: No ethnic community.	Leti
lep	50,600 (2001 census). Total users in all countries: 69,800.	Lepcha
leq	1,760 (2000 census), increasing. 750 monolinguals.	Lembena
ler	380 (2000 census). Ethnic population: 250 (2000 D. Tryon).	Lenkau
les	50,000 (1991 SIL).	Lese
let	2,000 (2000 census).	Amio-Gelimi
leu	5,000 (1998 SIL).	Kara
lev	10,000. Ethnic population: 10,000.	Pantar, Western
lew	350,000 (2000 census), increasing.	Kaili, Ledo
lex	18,000 (1995 SIL). 200 monolinguals.	Luang
ley	2,000 (Vail 1991), decreasing.	Lemolang
lez	402,000 (2010 census). Ethnic population: 474,000 (2010 census). Total users in all countries: 647,810.	Lezgi
tdd	540,000 (Zhou and Luo 2001). Ethnic population: 610,000 (Zhou and Luo 2001). Includes Tai Lü, Tai Hongjin, Tai Ya, Tai Dam and Tai Dón. Total users in all countries: 717,400.	Tai Nüa
ctt	5,000 (2004).	Chetti, Wayanad
ctu	222,000 (2011 UNSD). 40,000 monolinguals.	Chol
ctp	16,000 (2000 INALI). 6,000 monolinguals (1990 census).	Chatino, Western Highland
cts	77,500 (2000 census). Speakers of all Bikol languages: 4,580,000 (2000 census).	Bikol, Northern Catanduanes
tdy	2,940 (2009 NCIP).	Tadyawan
ctz	450 (2000 INALI).	Chatino, Zacatepec
ctd	189,000 (1990). Total users in all countries: 344,000.	Chin, Tedim
cte	11,800 (2000 INALI). 1,500 monolinguals.	Chinantec, Tepinapa
ctg	13,000,000 (2006 SIL).	Chittagonian
cta	540 (2015 R. Sullivant). 1 monolinguals (2015 R. Sullivant).	Chatino, Tataltepec
ctc	5 (Chafe 1962), decreasing. Ethnic population: 100 (1977 SIL).	Chetco
ctl	1,720 (2000 INALI). 550 monolinguals.	Chinantec, Tlacoatzintepec
ctm	No known L1 speakers. Last speaker died in 1940 (Golla 2007). Ethnic population: 300 (1977 SIL).	Chitimacha
ctn	3,710 (2011 census), decreasing. No monolinguals. Ethnic population: 5,000.	Chhintang
cto	15,000 (1992 SIL). 13,500 monolinguals. Ethnic population: Total Emberá in Colombia: 71,000 (Arango Ochoa and Sánchez Gutierrez 1998). Total users in all countries: 15,040.	Emberá-Catío
cth	1,000 (2005 SIL).	Chin, Thaiphum
sgy	2,200 (2009 S. Beck). Ethnic population: 2,200.	Sanglechi
sgx	200 (2008 WFD). Reportedly 200 deaf signers out of 3,000–5,000 total deaf (2008 WFD).	Sierra Leone Sign Language
sgz	3,000 (1991 SIL).	Sursurunga
sgp	2,500 (Morey 2006).	Singpho
sgs	500,000 (2009 A. Udovice).	Samogitian
sgr	36,000 (2006 census).	Sangisari
sgu	50 (1989 SIL).	Salas
sgt	5,000 (2006 census).	Brokpake
sgw	1,480,000 (2010 UNSD).	Sebat Bet Gurage
sgi	10,000 (1985).	Suga
sgh	40,000 (1975 SIL). 20,000 Shugan, 1,500–2,000 Oroshor, 15,000 Rushan. Ethnic population: 73,800 (1990 A. Kibrik). Includes 50,000 Shugni, 2,000 Oroshor, 18,000 Rushan, 800 Khufi, 3,000 Bartang. Total users in all countries: 80,000.	Shughni
sgk	1,500 (1995 D. Bradley), decreasing. Ethnic population: 2,000.	Sangkong
sgj	1,460,000 (2001 census).	Surgujia
sgm	No known L1 speakers.	Singa
tdr	6,000 (Bradley 2007b).	Todrah
sgc	1,916,000 (2009 census), increasing.	Kipsigis
sgb	8,200 (1992 SIL).	Ayta, Mag-antsi
sge	2,000 (Wurm and Hattori 1981).	Segai
sgd	400,000 (2009 W. Hall).	Surigaonon
sgg	5,500 (Boyes Braem and Rathmann 2010). 10,000 deaf signers in all of Switzerland (2014 EUD).	Swiss-German Sign Language
ziw	355,000 (Johnstone 1993).	Zigula
zir	No known L1 speakers. Ethnic population: 2,000.	Ziriya
ziz	6,000 (2010 Z. Yoder et al.). Total users in all countries: 6,200.	Zizilivakan
tdv	3,930 (2000).	Toro
zib	280,000 (2008 WFD). 280,000 deaf members of the Zimbabwe National Association of the Deaf (2008 WFD).	Zimbabwe Sign Language
zia	4,500 (2000 SIL). 3,000 Zia (1991 SIL), 940 Mawae dialect. Ethnic population: 4,550.	Zia
zin	138,000 (1987), decreasing.	Zinza
zil	25,000 (2010 V. Vydrin).	Zialo
tdt	385,000 (2009).	Tetun Dili
zik	1,500 (1990 UBS).	Zimakani
pfa	1,320 (1989 census).	Pááfang
srb	253,000 (2001 census).	Sora
pfe	15,000 (1993).	Peere
pfl	Total users in all countries: 400,000.	Palatinate Franconian
srf	160 (Holzknecht 1988). May be less than 100 speakers (Wurm 2007). Ethnic population: 540 (2000 census).	Nafi
srd	A macrolanguage. Population total all languages: 1,200,000	Sardinian
sro	500,000 (Salminen 2007).	Sardinian, Campidanese
srl	1,800 (Wurm 2000).	Isirawa
dzn	6,000 (1983 census).	Dzando
npl	92,000 (1991 SIL). All Nahuatl variety speakers: 1,740,000.	Nahuatl, Southeastern Puebla
npo	16,700 (2001 census).	Naga, Pochuri
npn	530 (2000 census).	Mondropolon
npi	20,980,000 in Nepal, all users. 12,300,000 (2011 census), increasing. 143,000 Achhami, 273,000 Baitadeli, 67,600 Bajhangi, 10,700 Bajureli, 490 Dadeldhuri, 3,100 Dailekhi, 5,930 Darchuleli, and 11,800,000 Nepali (2011 census). 8,680,000 (2011 census). Total users in all countries: 24,052,600 (as L1: 15,372,600; as L2: 8,680,000).	Nepali
nph	123,000 (2001 census).	Naga, Phom
npg	4,500 (2008 SIL).	Naga, Ponyo-Gongwang
npa	600 (2011 K. Hildebrandt). 200 Phu speakers, 400 Nar speakers.	Nar Phu
gcc	2,200 (1988 SIL).	Mali
npb		Nupbikha
npy	6,100 (2000 R. Hanna), increasing.	Napu
npx	250 (2016 B. Boerger).	Noipä
npu	3,000 (2001). Mostly monolingual. Ethnic population: 3,000.	Naga, Puimei
nps	2,500 (1993 R. Doriot).	Nipsan
gcd	1 (Wurm 2007). Six semi-speakers; one full speaker (Wurm 2007).	Ganggalida
mjd	3 (1994 L. Hinton). Ethnic population: 200 (1977 SIL).	Maidu, Northwest
mje	No known L1 speakers.	Muskum
mjg	152,000 (2000 census). Very few monolinguals. Ethnic population: 190,000.	Tu
mjb	6,500 (Huber 2011).	Makalero
mjc	5,580 (2000 INALI). 1,890 monolinguals.	Mixtec, San Juan Colorado
mjl	900,000 (1991 census).	Mandeali
mjm	510 (2003 SIL). Ethnic population: 510.	Medebur
mjn	570 (2003 SIL). Ethnic population: 570.	Ma
mjo	18,600 (2001 census). 260 in Kerala, 18,300 in Tamil Nadu.	Malankuravan
mjh	6,000 (2004).	Mwera
mji	200,000 (Wang and Mao 1995). 61,000 in Hainan Province (2000 census). Total users in all countries: 374,500.	Kim Mun
mjj	25 (Wurm 2000).	Mawak
mjk	160 (Anderson et al 2015). Ethnic population: 700 (Anderson et al 2015).	Matukar
mjt	54,000 (Bhaskararao 2006). Total users in all countries: 61,000.	Sauria Paharia
mju	Ethnic population: 30,000.	Manna-Dora
mjv	7,850 (2001 census). 7,760 in Kerala, 82 in Tamil Nadu.	Mannan
mjw	420,000 (2001 census).	Karbi
mjp	5,850 (2001 census).	Malapandaram
mjq	No known L1 speakers. Ethnic population: 35,000 (2001 census).	Malaryan
mjr	Ethnic population: 12,600 (2001 census). Total population unknown. 6,190 in Kerala, 6,410 in Tamil Nadu (2001 census).	Malavedan
mjs	6,000 (1976 SIL).	Miship
mjx	33,000 (2007), decreasing. Ethnic population: 278,000 (2007). Total users in all countries: 36,000.	Mahali
mjz	24,400 (2011 census), decreasing. Ethnic population: 72,600. Total users in all countries: 44,800.	Majhi
vml	No known L1 speakers.	Malgana
vmm	1,800 (2011 SIL).	Mixtec, Mitlatongo
vmj	6,380 (2000 INALI). 3,800 monolinguals (2005 census).	Mixtec, Ixtayutla
vmk	625,000 (2014).	Makhuwa-Shirima
vmh		Maraghei
vmi	No known L1 speakers.	Miwa
vmf		Eastern Franconian
vmg	600 (2000). Ethnic population: 1,500.	Lungalunga
vmd		Koraga, Mudu
vme	520 (1980 N. de Jonge).	Masela, East
vmb	No known L1 speakers.	Barbaram
vmc	16,000 (1990 census). 5,500 monolinguals.	Mixtec, Juxtlahuaca
vma	5 (2005 AUSTLANG).	Martuyhunira
vmz	12,000 (2000 INALI). 1,440 monolinguals.	Mazatec, Mazatlán
vmx	1,550 (2000 INALI). 30 monolinguals.	Mixtec, Tamazola
vmy	3,700 (2005 census). 2,800 monolinguals.	Mazatec, Ayautla
vmv	No known L1 speakers.	Maidu, Valley
vmw	3,170,000 (2014).	Makhuwa
vmu	No known L1 speakers.	Muluridyi
vmr	505,000 (2014).	Marenje
vms	No known L1 speakers. Last speaker died in 1974.	Moksela
vmp	27,500 (2000 INALI). Original Soyaltepec variety may only be 900, mostly monolingual. 1,930 monolinguals.	Mazatec, Soyaltepec
vmq	220 (2000 INALI). Ethnic population: 930 (1990 census).	Mixtec, Soyaltepec
lzz	20,000 (Salminen 2007). Ethnic population: 92,000 (1980). Total users in all countries: 22,000.	Laz
lzl	15 (Lynch and Crowley 2001).	Litzlitz
lzn	7,000 (2008 SIL).	Naga, Lainong
dgb	1,000 (2005 D. Douyon and R. Blench).	Dogon, Bunoge
kpq	8,000 (1996 E. Young).	Korupun-Sela
kpr	3,630 (2003 SIL). A very few old women are monolingual.	Korafe-Yegha
kps	10,000 (2000 R. Hesse). 500 monolinguals.	Tehit
kpt	260 (2010 census). Ethnic population: 6,400 (2014 NCRP).	Karata
kpu	1,000 (Wurm and Hattori 1981). Ethnic population: 1,000.	Kafoa
kpv	156,000 (2010 census). Ethnic population: 228,000 (2010 census).	Komi-Zyrian
kpw	10,000 (2007 SIL), increasing. 4,000 monolinguals.	Kobon
kpx	4,000 (2000 census). 2,000 monolinguals.	Koiali, Mountain
kpy	1,670 (2010 census). Ethnic population: 7,950 (2010 census).	Koryak
kpz	274,000 (2014 census), increasing. Census based on tribal affiliation.	Kupsapiiny
kpa	3,000 (1995).	Kutto
kpb	26,000 (2004 survey). 25,000 in Wayanad; 1,000 in Gudalur of Nilgiri.	Kurumba, Mullu
kpc	7,000 (Civallero 2008). Ethnic population: 7,060 (Crevels 2007). Total users in all countries: 11,880.	Curripaco
kpd	870 (2011 SIL).	Koba
kpe	A macrolanguage. Population total all languages: 1,220,000	Kpelle
kpf	15,000 (2000 SIL).	Komba
kpg	3,000 (1995 SIL). 1,000 on Kapingamarangi and 2,000 in Pohnrakied village on Pohnpei.	Kapingamarangi
kph	1,600 (2003 GILLBT).	Kplang
kpi	100 (Wurm 2000).	Kofei
kpj	2,670 (Moore 2006). Karajá 1,860, Javaé 800, Xambioá 10 (D. Moore). Ethnic population: 3,610 (Crevels 2007). Karajá 2,500, Javaé 920, Xambioá 190 (Crevels 2007).	Karajá
kpk	11,400 (2000).	Kpan
kpl	3,000 (1986 SIL).	Kpala
kpm	166,000 (2009 census).	Koho
kpn	No known L1 speakers.	Kepkiriwát
kpo	155,000 (2002 SIL). Total users in all countries: 162,500.	Ikposo
ihp	5,500 (1987 SIL).	Iha
ihi		Ihievbe
ihb	No known L1 speakers. Ethnic population: No ethnic community.	Iha Based Pidgin
ckb	4,000,000 (2014 J. Leclerc). Total users in all countries: 7,250,000.	Kurdish, Central
ckl	200,000 (2014 NBTT).	Kibaku
cko	91,300 (2013 UNSD). Total users in all countries: 177,200.	Anufo
ckn	1,000 (2010 SIL).	Chin, Kaang
ckh	3,000 (Bradley 2007b). Total users in all countries: 4,000.	Chak
cku	59 (2010 census), decreasing. Ethnic population: 220 (2000 census).	Koasati
ckt	5,100 (2010 census). Ethnic population: 15,900 (2010 census).	Chukchi
ckv	24 (2000 P. Li). Ethnic population: 1,000 (Tsukida and Tsuchida 2007).	Kavalan
ckq	10,000 (Bender 1983a).	Kajakse
cks	900 (2009 census), decreasing.	Tayo
ckr	900 (2012 SIL).	Kairak
cky	5,000 (1990 SIL).	Cakfem-Mushere
ckx	5,000 (Dieu and Renaud 1983).	Caka
ckz	2,000 (1998 SIL).	Kaqchikel-K’iche’ Mixed Language
dbi	11,400 (2000).	Doka
dbj	10,000 (2013 SIL). Population includes 2,500 Begak. Ethnic population: 15,000 (2015 Pertubuhan Kebajikan Idahan Pewaris Madai, Lahad Datu (PEWARIS)).	Ida’an
dbm	65,000 (2008 M. Rueck), decreasing.	Duguri
dbl	29 (2006 census).	Dyirbal
dbo	100 (1993).	Dulbu
dbn	30 (Wurm 2000). Ethnic population: 60.	Duriankere
dba	2,000 (Blench 2005).	Bangime
szc	2,000 (Bradley 2007b). Ethnic population: 3,970 (2008 JHEOA).	Semaq Beri
